round,node_id,battery_level_after,energy_consumed
43,node_0,0.8304689174487528,0.00385297914889198
44,node_0,0.8539701044374907,0.003245108790277985
45,node_0,0.8631416102689521,0.002975182385457563
46,node_0,0.8020619512950722,0.004211447844785699
47,node_0,0.945965596348147,0.001125716742746937
48,node_0,0.88938622770904,0.0022574239243053065
49,node_0,0.7684867052147814,0.004630265895704372
50,node_0,0.8652818837007316,0.002641531692142519
51,node_0,0.8361867960998348,0.0031502539211570235
52,node_0,0.912821087102151,0.0016448851490160179
53,node_0,0.771445998014086,0.004232481518257667
54,node_0,0.7532786701587021,0.0044858423607508705
55,node_0,0.9022083068095279,0.0017462802355441434
56,node_0,0.8200299688432316,0.003157368967662603
57,node_0,0.7341068184177495,0.004584365199693973
58,node_0,0.9150277458114683,0.001440207698110707
59,node_0,0.8374941307296985,0.0027084311545050254
60,node_0,0.524261683314971,0.007798988798115229
61,node_0,0.8344820712191028,0.002669644012595116
62,node_0,0.9067939274319119,0.0014794614693347313
63,node_0,0.6946151157983951,0.004771638815650077
64,node_0,0.8001144383467248,0.0030751624869734644
65,node_0,0.8380017849718664,0.002454518409517176
66,node_0,0.6750641249555142,0.004849789179768445
67,node_0,0.7967484063972712,0.0029889940235695417
68,node_0,0.7335853181435146,0.0038610823457461657
69,node_0,0.6545124214499878,0.004935536836428746
70,node_0,0.6710524883854704,0.004633063543866615
71,node_0,0.8862702768377277,0.0015795794883648924
72,node_0,0.6391900673997046,0.004942601816442403
73,node_0,0.72704787796786,0.0036885421896235143
74,node_0,0.8537087368022801,0.0019505501759695988
75,node_0,0.812193927653347,0.002471132530877013
76,node_0,0.7278728490856444,0.0035341188430435787
77,node_0,0.8938295917430246,0.0013611590802176331
78,node_0,0.8196334994689315,0.002283120259886943
79,node_0,0.9069519547024756,0.0011631005662190556
80,node_0,0.47225383827096257,0.006515384712704166
81,node_0,0.8437093857350764,0.0019059831007917519
82,node_0,0.8591103455703428,0.0016974657160199658
83,node_0,0.7860569236430195,0.0025469413852021497
84,node_0,0.8682428789903622,0.0015500837765839732
85,node_0,0.8749651086932373,0.0014538940849623564
86,node_0,0.6076859050234187,0.004509357413523924
87,node_0,0.679685615795969,0.003639936184136716
88,node_0,0.7133485110705914,0.0032208032463978496
89,node_0,0.6549661902371169,0.003833708997365368
90,node_0,0.5812478271925478,0.004601672228653321
91,node_0,0.7832370368940781,0.002356119164194803
92,node_0,0.636944487460271,0.0039038227154809574
93,node_0,0.572455504476316,0.004548345697060469
94,node_0,0.4641481553911283,0.005640545732724965
95,node_0,0.5589551916056015,0.004594216754108317
96,node_0,0.8994315439727477,0.0010367882064665187
97,node_0,0.43406886563094915,0.005774807493561743
98,node_0,0.683701419410832,0.0031949351574663445
99,node_0,0.6392154961989598,0.0036078450380104023
100,node_0,0.6112795945755956,0.0038487168853901434
101,node_0,0.7652369231510188,0.0023015987926370707
102,node_0,0.6293512455925476,0.0035985315961888586
103,node_0,0.6224330368030572,0.0036304515692013734
104,node_0,0.8556565975122011,0.00137469907131237
105,node_0,0.7815541961029484,0.002060809470726902
106,node_0,0.47655148256595325,0.004892042219009783
107,node_0,0.506635888163487,0.004568186220708453
108,node_0,0.5444622716558413,0.004179245214166594
109,node_0,0.636162290764402,0.0033076155385054367
110,node_0,0.8023121134176683,0.001780971951192178
111,node_0,0.5665788288326603,0.0038698318854226764
112,node_0,0.806945972908014,0.0017084427176281957
113,node_0,0.45100856888682017,0.0048157143080103494
114,node_0,0.43967838518834,0.0048723618679274786
115,node_0,0.6853225551807661,0.0027127365932692574
116,node_0,0.43202585072222965,0.004854479908357011
117,node_0,0.7430201229431556,0.0021777955682783425
118,node_0,0.47585894435797615,0.004404546686067427
119,node_0,0.7986434815906756,0.00167797098674437
120,node_0,0.425901089306182,0.004744619096643124
121,node_0,0.27665539828514263,0.005929054112416864
122,node_0,0.3898935057487024,0.004960215400417053
123,node_0,0.6189084924275866,0.003073318609454947
124,node_0,0.5046156911228977,0.003963074471016818
125,node_0,0.5199480216704969,0.0038099363359484373
126,node_0,0.7238553431136374,0.0021743673770579734
127,node_0,0.45722194192425947,0.004240453578716723
128,node_0,0.39976787488086074,0.004652962210225885
129,node_0,0.6092115267626562,0.0030060651787487984
130,node_0,0.5284189002724511,0.0035998557231110605
131,node_0,0.4478214705377387,0.004183170677744404
132,node_0,0.6871865765549829,0.0023519806274061436
133,node_0,0.8156256802452942,0.001375927759363476
134,node_0,0.8455911721497593,0.0011437690951869683
135,node_0,0.5688013187190784,0.0031705785388303066
136,node_0,0.30023047359794963,0.005107806762058762
137,node_0,0.40792449051586854,0.004290402242638634
138,node_0,0.7903543549655521,0.0015082420506075391
139,node_0,0.428803610264778,0.004079974212394443
140,node_0,0.24881293748179867,0.005327567819278024
141,node_0,0.5561905692692919,0.003125418526272592
142,node_0,0.4923900963430258,0.0035497196059928265
143,node_0,0.29390920222958006,0.004903408317850138
144,node_0,0.6676852456940774,0.002291825891764984
145,node_0,0.6958339652629486,0.002083329005048297
146,node_0,0.6173421953078673,0.0026031143176335563
147,node_0,0.35709976865677406,0.004343920482048824
148,node_0,0.6072640451290952,0.0026358117776570794
149,node_0,0.7561377743973483,0.0016257481706843443
150,node_0,0.5172670945175033,0.0031969066588244817
151,node_0,0.4465999949556194,0.003640789506870925
152,node_0,0.26262244823412517,0.0048194611226527765
153,node_0,0.5045179036529772,0.0032174162100456027
154,node_0,0.5848479612947702,0.00267840024971116
155,node_0,0.6218730485216128,0.0024238907146050463
156,node_0,0.8339608891405133,0.0010575739545190235
157,node_0,0.6393724199713557,0.0022824530381559765
158,node_0,0.3934736014343049,0.003814631437520095
159,node_0,0.777386137183359,0.001391336642604006
160,node_0,0.5340841796173157,0.002893887083122263
161,node_0,0.5568641312937934,0.002735406596951892
162,node_0,0.43546573606995487,0.003463400392208866
163,node_0,0.8062805695895388,0.0011812160390881781
164,node_0,0.42193245562860393,0.0035034396628569457
165,node_0,0.265290745450954,0.004425959364753289
166,node_0,0.49763717384261574,0.0030081606356729593
167,node_0,0.8141843993160301,0.0011060452421664873
168,node_0,0.19540435679672852,0.004760920965699831
169,node_0,0.5660444501795652,0.0025526797048260877
170,node_0,0.5155550229038026,0.0028330115619660664
171,node_0,0.18027221156175077,0.0047658592351061
172,node_0,0.16185612983385134,0.004844762255295657
173,node_0,0.518959828300622,0.0027645986879274594
174,node_0,0.6542480197715344,0.0019757256013055178
175,node_0,0.7738831914839988,0.001284754593840916
176,node_0,0.0,0.008352734732115489
177,node_0,0.6213194003613393,0.0021274190990936
178,node_0,0.32213618959926815,0.0037869486614566026
179,node_0,0.18822015026052186,0.004509888054108212
180,node_0,0.2372798064013697,0.004213923721539394
181,node_0,0.6888240121283618,0.0017097581751188912
182,node_0,0.22639697085636268,0.004227338957069057
183,node_0,0.5123133897931901,0.002650470707645706
184,node_0,0.2404544090509224,0.004105651842967987
185,node_0,0.12151654975094783,0.004723029302414259
186,node_0,0.49211246752348625,0.0027159761095000732
187,node_0,0.24458375868831883,0.00401817149633873
188,node_0,0.12867000255024752,0.004610211626718267
189,node_0,0.1818923257581163,0.004305829864430967
190,node_0,0.1248202534289028,0.004582092913984802
191,node_0,0.7996766836631308,0.0010433506059211934
192,node_0,0.7365266855211049,0.0013651467071445341
193,node_0,0.06875191356857535,0.00480024786820322
194,node_0,0.35771844726383684,0.0032937515524931447
195,node_0,0.4524187107689973,0.002793782087913279
196,node_0,0.5440123382485063,0.0023146581814796636
197,node_0,0.2061193726853574,0.00400949811775072
198,node_0,0.0,0.007265725494636954
199,node_0,0.7539529919866845,0.001230235040066577
200,node_0,0.44400947689580483,0.002766122005493508
201,node_0,0.5144606698579204,0.002403660050208315
202,node_0,0.6808907541730973,0.0015719667282113434
203,node_0,0.2915340603339309,0.0034728722532650445
204,node_0,0.7260324189857021,0.0013364272244599897
205,node_0,0.7340432827559045,0.001291052025456774
206,node_0,0.0,0.005899704172266358
207,node_0,0.0,0.004946558314004702
208,node_0,0.4811431650520792,0.0024825685882675637
209,node_0,0.0,0.004788994309535435
210,node_0,0.15314881164145333,0.004013512741035766
211,node_0,0.7171913922395289,0.001334002866794675
212,node_0,0.31123957922509415,0.00323361699894322
213,node_0,0.0101606463589059,0.0046254175403789444
214,node_0,0.0,0.005151828942020973
215,node_0,0.7353539698108925,0.0012252131027273494
216,node_0,0.680987217797473,0.0014701049871084196
217,node_0,0.1314488652805509,0.003984179517061693
218,node_0,0.0,0.004848690193898168
219,node_0,0.5285733640719625,0.0021428483451274433
220,node_0,0.5813412787488039,0.0018943833540778106
221,node_0,0.7672068264754431,0.0010486178987592653
222,node_0,0.7385013585400861,0.0011726396478023045
223,node_0,0.30317980625867524,0.0031108044363451996
224,node_0,0.708583091738141,0.0012951862589415954
225,node_0,0.0,0.004877210142476396
226,node_0,0.20150603657318167,0.00351759455254105
227,node_0,0.35745854893179085,0.002818164259071093
228,node_0,0.23576809027844015,0.003337257247692401
229,node_0,0.7281893300858588,0.0011817855213658315
230,node_0,0.0,0.004801645936306235
231,node_0,0.34515053341485835,0.0028226270111428517
232,node_0,0.5084807374615843,0.0021095247319245307
233,node_0,0.33197829297617665,0.0028547936197599287
234,node_0,0.0,0.006626557044638542
235,node_0,0.0,0.004944842977918412
236,node_0,0.2547806447057739,0.0031443854653764817
237,node_0,0.0,0.004255180078827795
238,node_0,0.6055382059862839,0.0016504677573795652
239,node_0,0.0,0.0042901489716926765
240,node_0,0.059406393913621014,0.00390287803355344
241,node_0,0.3531407408706808,0.002672972145162476
242,node_0,0.0,0.006755237793225972
243,node_0,0.3885717539270236,0.0025058534675121984
244,node_0,0.0,0.004949104517259778
245,node_0,0.16937537609349895,0.0033765228614085407
246,node_0,0.0,0.004879657591258413
247,node_0,0.0,0.004353314818844552
248,node_0,0.33783977567168544,0.002659278009350661
249,node_0,0.6936245033490729,0.0012255019866037084
250,node_0,0.0,0.00425160403652031
251,node_0,0.0,0.0049865473482956215
252,node_0,0.0,0.004075949660722042
253,node_0,0.0,0.004398589562709646
254,node_0,0.2854449819837046,0.002802176541240374
255,node_0,0.0,0.00481620410903489
256,node_0,0.5079551959424404,0.0019145712220138508
257,node_0,0.1040916558474515,0.003472512961831583
258,node_0,0.6233543344811843,0.0014542303687985162
259,node_0,0.19887999106005494,0.0030812308036151734
260,node_0,0.1959493048390789,0.0030806540044479736
261,node_0,0.15960163296433916,0.003207627355097942
262,node_0,0.0,0.0045066144106333805
263,node_0,0.23860821749866312,0.0028840597822020336
264,node_0,0.07747187556532742,0.003481238205413859
265,node_0,0.5074061321545189,0.001851856646035643
266,node_0,0.7174662970667021,0.0010581786626715278
267,node_0,0.0996082396918333,0.0033596707474185324
268,node_0,0.26027698390246756,0.002749899688094916
269,node_0,0.3538840956148356,0.0023930218680932014
270,node_0,0.0,0.004134612050964572
271,node_0,0.05116967015207363,0.003488346800911494
272,node_0,0.0,0.004798082494630569
273,node_0,0.0,0.004706350500645978
274,node_0,0.4409311728711458,0.0020329775531958334
275,node_0,0.0,0.004920130301141908
276,node_0,0.35874321580144086,0.002315006441150033
277,node_0,0.14731468181758978,0.0030672133747568714
278,node_0,0.578100843723126,0.0015121833558310897
279,node_0,0.5645135666326606,0.0015553086905976405
280,node_0,0.5145667851353612,0.0017275203375965793
281,node_0,0.0,0.004587153639624047
282,node_0,0.0,0.0036702309540841086
283,node_0,0.20389961792211797,0.002803170359429162
284,node_0,0.3974070135035671,0.0021143613561278346
285,node_0,0.6125243013819284,0.0013548101350282225
286,node_0,0.18402597429843082,0.002843115072130903
287,node_0,0.29236112007261705,0.002457079444192302
288,node_0,0.0,0.0071458917819493956
289,node_0,0.0,0.006801232365653989
290,node_0,0.0,0.007673611196270318
291,node_0,0.0,0.004224805119172245
292,node_0,0.4907413653143258,0.0017380840774255093
293,node_0,0.27032480711733475,0.002481888411165528
294,node_0,0.0,0.003473019086121184
295,node_0,0.15635889609835285,0.0028501388645325917
296,node_0,0.6594203549659696,0.0011467328115623916
297,node_0,0.0,0.0038533983435382097
298,node_0,0.08903377922966327,0.0030467097684626645
299,node_0,0.5713935863922688,0.0014286880453591043
300,node_0,0.057728811188152096,0.0031304690658200927
301,node_0,0.3727541770131477,0.002076972923797524
302,node_0,0.6726737082933956,0.0010802847911109054
303,node_0,0.43887922349220165,0.0018457920279861787
304,node_0,0.5488901991805135,0.0014790485272770048
305,node_0,0.0,0.003374369814216195
306,node_0,0.0,0.004156684954429353
307,node_0,0.584914205076294,0.0013476811523496948
308,node_0,0.0,0.0033473644720835166
309,node_0,0.15474216267519758,0.0027266381849187175
310,node_0,0.3359827731863868,0.0021351036231948978
311,node_0,0.0,0.003583668965326405
312,node_0,0.2411668991758965,0.002424386903591385
313,node_0,0.0,0.0034230992774275486
314,node_0,0.5567540844982912,0.0014071298904816151
315,node_0,0.3731094313219818,0.0019838309135380323
316,node_0,0.4464330135029443,0.001746268096205223
317,node_0,0.46146878678507186,0.0016934943811790194
318,node_0,0.5786217405357446,0.0013209349826465689
319,node_0,0.15469206145323322,0.0026415873079586464
320,node_0,0.5351420496162207,0.0014481556086722094
321,node_0,0.0,0.004877881733101476
322,node_0,0.0,0.00426828828379712
323,node_0,0.4545296867424746,0.0016835503495602634
324,node_0,0.0,0.004717503956510343
325,node_0,0.0,0.0032864507578795996
326,node_0,0.0,0.004077971732767747
327,node_0,0.24733284183763227,0.002294716945616975
328,node_0,0.0029847416512571723,0.00303044151473782
329,node_0,0.5184153913442513,0.0014593472989568141
330,node_0,0.28685314750990143,0.002154522212961023
331,node_0,0.46300631411585935,0.0016174508610968092
332,node_0,0.0,0.005222382497441948
333,node_0,0.0,0.003067598547467071
334,node_0,0.23304584773387105,0.0022894153798988922
335,node_0,0.3217629599975014,0.0020185626190550553
336,node_0,0.0,0.0040409114395587465
337,node_0,0.024428993080185868,0.0028863047542006335
338,node_0,0.18793463056769832,0.0023954730661719815
339,node_0,0.0,0.004322477631150916
340,node_0,0.489458587165717,0.001497188893942179
341,node_0,0.0,0.004753361827284152
342,node_0,0.5657671211727813,0.00126598506946711
343,node_0,0.0,0.0032978924527196475
344,node_0,0.4621141202557204,0.0015590895065051582
345,node_0,0.37494778905392157,0.001806509280190978
346,node_0,0.4249990724717818,0.0016570631917239718
347,node_0,0.0,0.0036607888827848004
348,node_0,0.15007264416359056,0.00243532193649401
349,node_0,0.10057684960831048,0.0025697804296905416
350,node_0,0.03245458836741322,0.002756539634280874
351,node_0,0.0,0.0028507191426784258
352,node_0,0.0,0.003990437520705005
353,node_0,0.3171868236721067,0.0019288507805872693
354,node_0,0.09987446565003988,0.0025355648854928454
355,node_0,0.0,0.004625888443858188
356,node_0,0.47606959786845604,0.0014675921628334563
357,node_0,0.0,0.0035108322122856714
358,node_0,0.44100530365537594,0.001557088290653549
359,node_0,0.0,0.003480291023714054
360,node_0,0.0,0.004575570332203831
361,node_0,0.4183747741469762,0.0016066995189310048
362,node_0,0.27619376898939574,0.001993956559257863
363,node_0,0.5871767750247052,0.0011341297389431176
364,node_0,0.0,0.004049834742962762
365,node_0,0.13319231987991142,0.00236832699486363
366,node_0,0.47059261014975573,0.001442526947820829
367,node_0,0.4443366890473218,0.0015099546493279297
368,node_0,0.0,0.004189181463118214
369,node_0,0.2907079350556906,0.001917005580930566
370,node_0,0.0,0.0038801461461842974
371,node_0,0.0,0.0037757937778684003
372,node_0,0.25131580411082655,0.002007196235627811
373,node_0,0.35432981566506727,0.0017263908672057026
374,node_0,0.0,0.003333567179064482
375,node_0,0.0,0.002848023214576531
376,node_0,0.391746084100951,0.0016134056124643208
377,node_0,0.0,0.003023554715537864
378,node_0,0.5935449613276058,0.001072440735283362
379,node_0,0.0,0.00472847312993445
380,node_0,0.0,0.0037866032955075693
381,node_0,0.0,0.0038289545372535943
382,node_0,0.0,0.0033051534406672526
383,node_0,0.0,0.0026965226852095443
384,node_0,0.0,0.00473746805907606
385,node_0,0.0,0.0028033574856165286
386,node_0,0.0,0.004939364795849339
387,node_0,0.4185235187725298,0.0014986507248130674
388,node_0,0.0,0.004479585448248513
389,node_0,0.0,0.003365101742979717
390,node_0,0.523352796882343,0.0012190465552881253
391,node_0,0.0,0.007019372197627272
392,node_0,0.0,0.0025926747743637733
393,node_0,0.0,0.004679422465651042
394,node_0,0.0568139410039602,0.002387812807584911
395,node_0,0.0,0.002808871763559229
396,node_0,0.0,0.002809758064530774
397,node_0,0.3211919174820924,0.0017055479460248934
398,node_0,0.0,0.0026757017980181914
399,node_0,0.02016976141338711,0.0024495755964665323
400,node_0,0.0,0.006464416381577821
401,node_0,0.31171816527343965,0.001712143867479006
402,node_0,0.35735568286198194,0.0015946509110124519
403,node_0,0.4580749363849115,0.0013413986723145755
404,node_0,0.0,0.0030087800413249703
405,node_0,0.4850678007211937,0.00126830590955371
406,node_0,0.2512736944403863,0.0018396223723823432
407,node_0,0.25721210673336425,0.0018205585619280287
408,node_0,0.5312047434005167,0.0011461986713923796
409,node_0,0.0,0.006152910403704135
410,node_0,0.0,0.0028131553389921108
411,node_0,0.0,0.002763050987752913
412,node_0,0.0,0.0032385613252328715
413,node_0,0.28472701589983107,0.0017277125219810844
414,node_0,0.0,0.004784461848534531
415,node_0,0.1334808638891265,0.002082978692574215
416,node_0,0.0,0.004158131130170243
417,node_0,0.0,0.0038638889153895903
418,node_0,0.5355871165641617,0.0011083839700139339
419,node_0,0.19179434173204002,0.0019242991863522856
420,node_0,0.5458074544216508,0.0010788421510174566
421,node_0,0.0,0.004199664341492758
422,node_0,0.0,0.003610984431407499
423,node_0,0.4073473978801506,0.0013977655710373806
424,node_0,0.0,0.003889067727422637
425,node_0,0.0,0.004320879458267967
426,node_0,0.0,0.0036723405462825848
427,node_0,0.07013108579314531,0.002172590921044053
428,node_0,0.27612234077494513,0.001687360511014114
429,node_0,0.5243646093370301,0.0011061288154952788
430,node_0,0.0,0.003332166243878769
431,node_0,0.0,0.0045706868443079
432,node_0,0.0,0.002367269406791504
433,node_0,0.0,0.002518769632669068
434,node_0,0.09856926496819518,0.0020722545632915054
435,node_0,0.0,0.0026376466087649616
436,node_0,0.0,0.002744506116541267
437,node_0,0.0,0.004793813227848626
438,node_0,0.31496126335410923,0.0015604527030658104
439,node_0,0.0,0.0029497247929980547
440,node_0,0.0,0.0041994210237892605
441,node_0,0.5182742628900325,0.0010898772332804695
442,node_0,0.0,0.0031665368586434677
443,node_0,0.09799147067063285,0.002031550741732809
444,node_0,0.0,0.004339720947197197
445,node_0,0.0,0.0031027607292107434
446,node_0,0.0,0.004088933889705141
447,node_0,0.34099005946086713,0.0014710043315605645
448,node_0,0.058796823645778096,0.002096220882748824
449,node_0,0.0,0.003605681553407457
450,node_0,0.0,0.0028634826572871324
451,node_0,0.0,0.00460007456739242
452,node_0,0.0,0.0033896524086812333
453,node_0,0.0,0.003660146698185022
454,node_0,0.0,0.004657647783699839
455,node_0,0.0,0.0025325541129979897
456,node_0,0.4571462127351994,0.0011878638671002201
457,node_0,0.0,0.007120070818500763
458,node_0,0.09053903462509472,0.001981396438725284
459,node_0,0.008803524341912339,0.0021547749470827993
460,node_0,0.0,0.003876183620736982
461,node_0,0.0,0.0032656185611875887
462,node_0,0.0,0.0036546846614505927
463,node_0,0.0,0.003930288388841002
464,node_0,0.47699936878601046,0.0011247325402451388
465,node_0,0.0,0.005909403906310074
466,node_0,0.0,0.003387371395667557
467,node_0,0.0,0.004083648814983288
468,node_0,0.3900415214636228,0.001300551126943235
469,node_0,0.0,0.002981965264824794
470,node_0,0.0,0.002739309354414985
471,node_0,0.0,0.004276409270696798
472,node_0,0.0,0.0037787858834177073
473,node_0,0.0,0.0033609226674763486
474,node_0,0.3509940606793951,0.0013663282933065366
475,node_0,0.26349732673029747,0.0015472745236758457
476,node_0,0.0,0.002784023091831823
477,node_0,0.0,0.0031676037895134327
478,node_0,0.0,0.003928899545638244
479,node_0,0.0,0.0036351334668428695
480,node_0,0.0,0.004396782606261277
481,node_0,0.0,0.002957699854572562
482,node_0,0.0,0.0049506720319865884
483,node_0,0.4396696931905725,0.0011577072454740237
484,node_0,0.0,0.004700993269662663
485,node_0,0.0,0.0032717809222105178
486,node_0,0.44687323371486387,0.0011357839143431954
487,node_0,0.0,0.0021893960294902034
488,node_0,0.0,0.004884232980661471
489,node_0,0.0,0.0028968568666298553
490,node_0,0.0,0.004378197594140282
491,node_0,0.0,0.007760142442232525
492,node_0,0.0534225728686496,0.0019200353491508123
493,node_0,0.3539404735806827,0.0013078128065168366
494,node_0,0.0,0.002359499855072265
495,node_0,0.3743330198548983,0.0012614253631957695
496,node_0,0.0,0.003157965169501349
497,node_0,0.0,0.00227501001172828
498,node_0,0.0,0.004543910992944749
499,node_0,0.0,0.0037382018387676456
500,node_0,0.4563761006558241,0.0010850776434015487
501,node_0,0.0,0.003115748536108848
502,node_0,0.0,0.004195132943094662
503,node_0,0.0,0.0024028472618068406
504,node_0,0.0,0.0026077236544369688
505,node_0,0.0,0.0035100218528734805
506,node_0,0.0,0.00493633387679718
507,node_0,0.0,0.002671067128669335
508,node_0,0.0,0.003950329206355566
509,node_0,0.26463280921195487,0.0014418964525255787
510,node_0,0.0,0.002148955966616327
511,node_0,0.0,0.002918934453057138
512,node_0,0.0,0.004950889558944126
513,node_0,0.0,0.0025373065886387268
514,node_0,0.03539699099796778,0.0018730155514602568
515,node_0,0.0,0.00708358559669429
516,node_0,0.0,0.004516473230248659
517,node_0,0.0,0.002869606044999479
518,node_0,0.1342375279128517,0.001668135784368301
519,node_0,0.0,0.0019266868055337737
520,node_0,0.0,0.003598586595969474
521,node_0,0.0,0.0030507540440660344
522,node_0,0.10770335704447664,0.0017061121280220332
523,node_0,0.08522540254564248,0.0017457530485770181
524,node_0,0.0,0.004763917489145209
525,node_0,0.0,0.004535143539853703
526,node_0,0.0,0.004979631290585741
527,node_0,0.0,0.002584968075610635
528,node_0,0.0,0.003784082472215169
529,node_0,0.0,0.004263332499962471
530,node_0,0.0,0.0018952704592904925
531,node_0,0.0,0.0033717597393668128
532,node_0,0.2719500626679866,0.0013659473495910195
533,node_0,0.0,0.0020624001703548243
534,node_0,0.0,0.004554992319475908
535,node_0,0.0,0.0044485104690618026
536,node_0,0.0,0.003620967922556087
537,node_0,0.27480449267064544,0.0013479470396456405
538,node_0,0.0,0.002490754068049256
539,node_0,0.0,0.0038936804547543397
540,node_0,0.2836159887758499,0.0013241848636305917
541,node_0,0.0,0.007188345206404883
542,node_0,0.0,0.0029805861080558975
543,node_0,0.0,0.0033696311386380703
544,node_0,0.0,0.002391236831608772
545,node_0,0.0,0.0032629278559831642
546,node_0,0.0,0.004514519945420632
547,node_0,0.0,0.003633807338633702
548,node_0,0.0,0.00446917680383921
549,node_0,0.0,0.004348053313454689
550,node_0,0.0,0.0037205630870412016
551,node_0,0.0,0.004010866558230565
552,node_0,0.0,0.004523483036795714
553,node_0,0.3811880207954169,0.0011169891321382366
554,node_0,0.1589088942089517,0.0015154794698937807
555,node_0,0.0,0.0039740330251664315
556,node_0,0.0,0.004271868096476249
557,node_0,0.0,0.004979650651042902
558,node_0,0.0,0.003467707673502969
559,node_0,0.0,0.0035272541080666737
560,node_0,0.0,0.0035360228123984456
561,node_0,0.0,0.004119381580604575
562,node_0,0.0,0.004044111610008112
563,node_0,0.0,0.004851968015435979
564,node_0,0.0,0.0035304875725357928
565,node_0,0.2019179758291021,0.001410038911962717
566,node_0,0.0,0.006191853198549168
567,node_0,0.0,0.0068646715034210585
568,node_0,0.0,0.002383532227811827
569,node_0,0.32570816290747073,0.0011829681352500513
570,node_0,0.0,0.004893955876709588
571,node_0,0.0,0.003998607326971699
572,node_0,0.0,0.00609419190111399
573,node_0,0.0,0.0022944408765981647
574,node_0,0.0,0.004081629671231173
575,node_0,0.0,0.0027836108255069932
576,node_0,0.0,0.004988498000630844
577,node_0,0.0,0.0028055480973187023
578,node_0,0.0,0.004179238194999718
579,node_0,0.0,0.003465334462614031
580,node_0,0.0,0.003618044857124541
581,node_0,0.0,0.004803454249001641
582,node_0,0.0,0.002729339204170408
583,node_0,0.0,0.0026789092677044894
584,node_0,0.0,0.002590377591851177
585,node_0,0.0,0.004935910591839313
586,node_0,0.0,0.004576396814716537
587,node_0,0.0,0.0033822081687278297
588,node_0,0.0,0.0024741053748950446
589,node_0,0.0,0.0028928396267662287
590,node_0,0.0,0.0017421020628124845
591,node_0,0.0,0.004106387411166967
592,node_0,0.0,0.00437913291246755
593,node_0,0.0,0.0035048812865256618
594,node_0,0.32758769281082045,0.0011301047179650076
595,node_0,0.0,0.0034666012580829523
596,node_0,0.0,0.0029260894060502
597,node_0,0.10255558505149931,0.0015007431688102018
598,node_0,0.0,0.0027212235795978507
599,node_0,0.0,0.0053127409164869955
600,node_0,0.0,0.002075973617740391
601,node_0,0.0,0.002241447835694295
602,node_0,0.0,0.0017750919917237388
603,node_0,0.0,0.002919755338868494
604,node_0,0.0,0.0021666503148372127
605,node_0,0.0,0.004440489588756818
606,node_0,0.2968054920541888,0.0011584753013934286
607,node_0,0.13680980608699878,0.0014197207136726995
608,node_0,0.0,0.004946650373068586
609,node_0,0.0,0.0029955526138054243
610,node_0,0.0,0.0038098598821764158
611,node_0,0.3640809655178384,0.0010390833896767346
612,node_0,0.0,0.005144630615455345
613,node_0,0.0,0.001924038464292092
614,node_0,0.05851924505407158,0.0015308630161722414
615,node_0,0.0,0.003757859876549063
616,node_0,0.0,0.0018006009769792404
617,node_0,0.12350829869336266,0.001418271361337601
618,node_0,0.0,0.0075297829356651405
619,node_0,0.2511112165443484,0.0012078851346058897
620,node_0,0.0,0.0038362420778036655
621,node_0,0.0,0.0038563477285297114
