node_id,round,energy_remaining,energy_delta,rolling_avg,is_attacked,anomaly_score,predicted_anomaly
207425,0,0.979273,0.0,0.979273,False,0.5613661101601012,False
328962,0,0.963131,0.0,0.963131,True,0.7904658263041389,True
145738,0,0.976473,0.0,0.976473,False,0.5997832378030106,False
146341,0,0.979814,0.0,0.979814,False,0.6467914518028853,True
138873,0,0.974732,0.0,0.974732,False,0.7364775826842906,True
191182,0,0.975503,0.0,0.975503,False,0.6611843054370512,True
256131,0,0.979303,0.0,0.979303,False,0.5595990139158498,False
158606,0,0.977762,0.0,0.977762,False,0.4589036400242986,False
115457,0,0.978461,0.0,0.978461,False,0.4937175953549552,False
281875,0,0.97816,0.0,0.97816,False,0.4832521424777643,False
129303,0,0.977964,0.0,0.977964,False,0.4672075059604532,False
267138,0,0.979255,0.0,0.979255,False,0.5613661101601012,False
169951,0,0.979801,0.0,0.979801,False,0.6431429374438045,True
164722,0,0.980754,0.0,0.980754,False,0.738435299902552,True
356768,0,0.97355,0.0,0.97355,False,0.7246780305677293,True
254496,0,0.975542,0.0,0.975542,False,0.6611843054370512,True
35337,0,0.973526,0.0,0.973526,True,0.7284369506653865,True
58369,0,0.979039,0.0,0.979039,False,0.5373999128539048,False
12406,0,0.979064,0.0,0.979064,False,0.5488701351421256,False
345496,0,0.977531,0.0,0.977531,False,0.4803985670652608,False
153878,0,0.979108,0.0,0.979108,False,0.5471114906440742,False
210325,0,0.976485,0.0,0.976485,False,0.5997832378030106,False
125140,0,0.97785,0.0,0.97785,False,0.46359827510951407,False
41313,0,0.977213,0.0,0.977213,False,0.5162767292549737,False
255155,0,0.977651,0.0,0.977651,False,0.46726337243725724,False
127400,0,0.977817,0.0,0.977817,False,0.46359827510951407,False
246777,0,0.981437,0.0,0.981437,False,0.8068937862910293,True
302698,0,0.971378,0.0,0.971378,True,0.7827405963902634,True
111754,0,0.977438,0.0,0.977438,False,0.5025684200605605,False
20302,0,0.979689,0.0,0.979689,False,0.6285929067165557,True
284802,0,0.971598,0.0,0.971598,True,0.7750358203527172,True
305939,0,0.978856,0.0,0.978856,False,0.5180555833666294,False
163429,0,0.977574,0.0,0.977574,False,0.4633011908746199,False
278058,0,0.978849,0.0,0.978849,False,0.5180555833666294,False
221571,0,0.977341,0.0,0.977341,False,0.4991149323785296,False
78147,0,0.980763,0.0,0.980763,False,0.738435299902552,True
173617,0,0.977265,0.0,0.977265,False,0.5149001904936815,False
138685,0,0.975276,0.0,0.975276,False,0.6926729481424063,True
290414,0,0.975209,0.0,0.975209,False,0.7001091441320827,True
358375,0,0.968768,0.0,0.968768,True,0.8170124095173703,True
35631,0,0.979752,0.0,0.979752,False,0.6449665774896468,True
337039,0,0.980477,0.0,0.980477,False,0.7227756022521324,True
267075,0,0.978475,0.0,0.978475,False,0.49128260912942917,False
29821,0,0.973163,0.0,0.973163,True,0.737801929930266,True
294318,0,0.978871,0.0,0.978871,False,0.5239370242441637,False
39523,0,0.980014,0.0,0.980014,False,0.6582105911508207,True
77643,0,0.979775,0.0,0.979775,False,0.6431429374438045,True
237717,0,0.981312,0.0,0.981312,False,0.8049606255659484,True
5069,0,0.976136,0.0,0.976136,True,0.6123688238787207,False
11028,0,0.980444,0.0,0.980444,False,0.7195742546919957,True
303657,0,0.978903,0.0,0.978903,False,0.5256799839099167,False
311699,0,0.979368,0.0,0.979368,False,0.577323893505832,False
242357,0,0.975718,0.0,0.975718,False,0.649816203213468,True
120646,0,0.97984,0.0,0.97984,False,0.6486175612188904,True
312417,0,0.97793,0.0,0.97793,False,0.4615446807103727,False
224622,0,0.976202,0.0,0.976202,False,0.6109407678663528,False
357412,0,0.979537,0.0,0.979537,False,0.6040585275935542,False
198943,0,0.978251,0.0,0.978251,False,0.4881470059442089,False
252370,0,0.979873,0.0,0.979873,False,0.6517369285013206,True
332523,0,0.978323,0.0,0.978323,False,0.4829977683746413,False
145060,0,0.978606,0.0,0.978606,False,0.49581161144317404,False
37435,0,0.976653,0.0,0.976653,False,0.5800837933736245,False
282713,0,0.980143,0.0,0.980143,False,0.669232253885777,True
289239,0,0.97666,0.0,0.97666,True,0.5800837933736245,False
360446,0,0.979598,0.0,0.979598,False,0.6153405844230919,False
189600,0,0.976278,0.0,0.976278,False,0.6091401414314355,False
299,0,0.97868,0.0,0.97868,False,0.5023559599459018,False
225332,0,0.979306,0.0,0.979306,False,0.5578331128603637,False
31778,0,0.979032,0.0,0.979032,False,0.5373999128539048,False
60517,0,0.976326,0.0,0.976326,False,0.6091401414314355,False
58654,0,0.982595,0.0,0.982595,False,0.8127011223650029,True
153709,0,0.978807,0.0,0.978807,False,0.5150467859921555,False
339757,0,0.977931,0.0,0.977931,False,0.4615446807103727,False
336321,0,0.977344,0.0,0.977344,False,0.4991149323785296,False
308512,0,0.979404,0.0,0.979404,False,0.5812526538388023,False
210260,0,0.97777,0.0,0.97777,False,0.4589036400242986,False
50819,0,0.9797,0.0,0.9797,False,0.6285929067165557,True
37149,0,0.979415,0.0,0.979415,False,0.5812526538388023,False
161225,0,0.979344,0.0,0.979344,False,0.566674578117414,False
362293,0,0.978838,0.0,0.978838,False,0.512804645665147,False
178389,0,0.974003,0.0,0.974003,False,0.738082293518573,True
221208,0,0.974938,0.0,0.974938,False,0.7257346292210571,True
41291,0,0.970724,0.0,0.970724,True,0.7759694020542299,True
365214,0,0.979131,0.0,0.979131,False,0.5453540356183876,False
333281,0,0.981,0.0,0.981,False,0.7653810067639768,True
7737,0,0.977588,0.0,0.977588,False,0.4633011908746199,False
329588,0,0.975322,0.0,0.975322,False,0.6799820510017893,True
317105,0,0.975104,0.0,0.975104,False,0.717347138313344,True
361689,0,0.969144,0.0,0.969144,True,0.8208963585432272,True
281131,0,0.976686,0.0,0.976686,False,0.5800837933736245,False
343638,0,0.97773,0.0,0.97773,False,0.4618038200929088,False
189790,0,0.97867,0.0,0.97867,False,0.5023559599459018,False
340726,0,0.974833,0.0,0.974833,False,0.7364775826842906,True
72525,0,0.978633,0.0,0.978633,False,0.4971779108749402,False
65444,0,0.98069,0.0,0.98069,False,0.732220568455374,True
319360,0,0.979598,0.0,0.979598,False,0.6153405844230919,False
358935,0,0.977154,0.0,0.977154,False,0.5227239388292546,False
100448,0,0.979201,0.0,0.979201,False,0.5471114906440742,False
222075,0,0.977333,0.0,0.977333,False,0.5025684200605605,False
69369,0,0.978522,0.0,0.978522,False,0.49128260912942917,False
151722,0,0.975814,0.0,0.975814,False,0.6461635986115922,True
38033,0,0.97674,0.0,0.97674,False,0.5755754977671445,False
128351,0,0.9782,0.0,0.9782,False,0.48289652204049677,False
342871,0,0.978807,0.0,0.978807,False,0.5150467859921555,False
13912,0,0.976438,0.0,0.976438,False,0.6051697624601493,False
351129,0,0.979755,0.0,0.979755,False,0.6431429374438045,True
297365,0,0.977614,0.0,0.977614,False,0.4689679745111253,False
240570,0,0.97775,0.0,0.97775,False,0.4572058450383641,False
86317,0,0.978805,0.0,0.978805,False,0.5150467859921555,False
99561,0,0.978656,0.0,0.978656,False,0.5023559599459018,False
261740,0,0.976891,0.0,0.976891,False,0.5602939108493485,False
29971,0,0.978643,0.0,0.978643,False,0.5023559599459018,False
4101,0,0.977687,0.0,0.977687,False,0.4635047270584857,False
176472,0,0.978134,0.0,0.978134,False,0.4795188069395419,False
85669,0,0.977406,0.0,0.977406,False,0.5025684200605605,False
128393,0,0.979987,0.0,0.979987,False,0.6545466351748574,True
24702,0,0.977423,0.0,0.977423,False,0.5042969171291044,False
350152,0,0.980042,0.0,0.980042,False,0.6618795084477335,True
235514,0,0.978423,0.0,0.978423,False,0.4868392109991737,False
213078,0,0.977592,0.0,0.977592,False,0.4633011908746199,False
285706,0,0.977633,0.0,0.977633,False,0.4689679745111253,False
360795,0,0.979834,0.0,0.979834,False,0.6486175612188904,True
105461,0,0.970358,0.0,0.970358,True,0.7899259365092685,True
266248,0,0.978067,0.0,0.978067,False,0.4706177881607112,False
195779,0,0.977824,0.0,0.977824,False,0.46189730487201375,False
84715,0,0.978673,0.0,0.978673,False,0.5023559599459018,False
131659,0,0.978921,0.0,0.978921,False,0.5256799839099167,False
367955,0,0.978876,0.0,0.978876,False,0.5239370242441637,False
170017,0,0.976342,0.0,0.976342,False,0.6069677016820252,False
225994,0,0.976846,0.0,0.976846,False,0.5720232857163755,False
266161,0,0.977412,0.0,0.977412,False,0.5042969171291044,False
83876,0,0.976817,0.0,0.976817,False,0.5737987908972672,False
29327,0,0.977755,0.0,0.977755,False,0.4572058450383641,False
247815,0,0.980398,0.0,0.980398,False,0.6980212774306965,True
149552,0,0.977803,0.0,0.977803,False,0.46359827510951407,False
68617,0,0.977659,0.0,0.977659,False,0.46726337243725724,False
65934,0,0.979941,0.0,0.979941,False,0.6426081893212643,True
289682,0,0.978917,0.0,0.978917,False,0.5239370242441637,False
353036,0,0.978654,0.0,0.978654,False,0.5023559599459018,False
36396,0,0.981319,0.0,0.981319,False,0.8049606255659484,True
138966,0,0.979295,0.0,0.979295,False,0.5613661101601012,False
63441,0,0.978028,0.0,0.978028,False,0.4689120702230372,False
129973,0,0.976977,0.0,0.976977,False,0.5482152678390481,False
185429,0,0.975087,0.0,0.975087,True,0.7192210008940396,True
308443,0,0.979075,0.0,0.979075,False,0.5488701351421256,False
227942,0,0.980182,0.0,0.980182,False,0.6839975768184321,True
117806,0,0.97656,0.0,0.97656,False,0.5854725096246195,False
319275,0,0.977328,0.0,0.977328,False,0.5025684200605605,False
146037,0,0.97717,0.0,0.97717,False,0.5227239388292546,False
324282,0,0.978181,0.0,0.978181,False,0.484967565995044,False
112065,0,0.979717,0.0,0.979717,False,0.6304066990796965,True
51332,0,0.979146,0.0,0.979146,False,0.5453540356183876,False
262451,0,0.978177,0.0,0.978177,False,0.484967565995044,False
338784,0,0.97871,0.0,0.97871,False,0.5075445298820822,False
185753,0,0.976571,0.0,0.976571,False,0.5854725096246195,False
351224,0,0.978719,0.0,0.978719,False,0.5075445298820822,False
36066,0,0.976835,0.0,0.976835,False,0.5720232857163755,False
318029,0,0.97741,0.0,0.97741,False,0.5042969171291044,False
126286,0,0.979835,0.0,0.979835,False,0.6486175612188904,True
112886,0,0.976729,0.0,0.976729,False,0.5777222825862343,False
296341,0,0.976812,0.0,0.976812,False,0.5737987908972672,False
68587,0,0.975847,0.0,0.975847,True,0.6389527909939473,True
81030,0,0.975353,0.0,0.975353,True,0.6799820510017893,True
147721,0,0.980179,0.0,0.980179,False,0.6839975768184321,True
42982,0,0.97897,0.0,0.97897,False,0.5291694430248881,False
37220,0,0.980087,0.0,0.980087,False,0.6618795084477335,True
222077,0,0.97655,0.0,0.97655,False,0.5854725096246195,False
368857,0,0.975962,0.0,0.975962,False,0.6237958318745891,False
290049,0,0.980658,0.0,0.980658,False,0.7227756022521324,True
120031,0,0.979523,0.0,0.979523,False,0.5973319012932721,False
182981,0,0.970131,0.0,0.970131,True,0.7995995311775956,True
190306,0,0.972336,0.0,0.972336,True,0.759779066763099,True
3407,0,0.976765,0.0,0.976765,False,0.5773534071393274,False
282746,0,0.978797,0.0,0.978797,False,0.5167837286090726,False
145852,0,0.979629,0.0,0.979629,False,0.6153405844230919,False
73495,0,0.979762,0.0,0.979762,False,0.6431429374438045,True
373790,0,0.978239,0.0,0.978239,False,0.4881470059442089,False
130825,0,0.980407,0.0,0.980407,False,0.6980212774306965,True
291382,0,0.978433,0.0,0.978433,False,0.4902760762670569,False
15622,0,0.975809,0.0,0.975809,False,0.6461635986115922,True
36287,0,0.979086,0.0,0.979086,False,0.5467469101663691,False
16663,0,0.977241,0.0,0.977241,False,0.5149001904936815,False
96200,0,0.979338,0.0,0.979338,False,0.566674578117414,False
26522,0,0.979524,0.0,0.979524,False,0.5973319012932721,False
48390,0,0.979363,0.0,0.979363,False,0.5684464632114282,False
58650,0,0.977434,0.0,0.977434,False,0.5042969171291044,False
49453,0,0.975123,0.0,0.975123,True,0.7076096651537388,True
85277,0,0.976502,0.0,0.976502,False,0.5961982906541023,False
221777,0,0.97998,0.0,0.97998,False,0.6545466351748574,True
60058,0,0.977411,0.0,0.977411,False,0.5042969171291044,False
194081,0,0.979039,0.0,0.979039,False,0.5373999128539048,False
53736,0,0.975955,0.0,0.975955,False,0.6237958318745891,False
231649,0,0.979013,0.0,0.979013,False,0.5338993240243379,False
367671,0,0.979508,0.0,0.979508,False,0.5973319012932721,False
39449,0,0.978042,0.0,0.978042,False,0.4689120702230372,False
187595,0,0.979148,0.0,0.979148,False,0.5453540356183876,False
137340,0,0.976788,0.0,0.976788,False,0.5773534071393274,False
57487,0,0.975477,0.0,0.975477,False,0.6611843054370512,True
239717,0,0.978237,0.0,0.978237,False,0.4881470059442089,False
73206,0,0.978619,0.0,0.978619,False,0.49753553540059686,False
356664,0,0.975461,0.0,0.975461,True,0.6648572494065231,True
198461,0,0.96832,0.0,0.96832,True,0.8228403048154267,True
54309,0,0.977667,0.0,0.977667,False,0.4689679745111253,False
241331,0,0.979134,0.0,0.979134,False,0.5453540356183876,False
69445,0,0.978944,0.0,0.978944,False,0.5221952434422213,False
266171,0,0.979751,0.0,0.979751,False,0.6449665774896468,True
26289,0,0.976992,0.0,0.976992,False,0.5482152678390481,False
80132,0,0.966839,0.0,0.966839,True,0.8153391508786781,True
3770,0,0.979337,0.0,0.979337,False,0.566674578117414,False
107090,0,0.977187,0.0,0.977187,False,0.5227239388292546,False
97425,0,0.976003,0.0,0.976003,False,0.6237958318745891,False
116619,0,0.98174,0.0,0.98174,False,0.8068937862910293,True
56117,0,0.978881,0.0,0.978881,False,0.5239370242441637,False
240273,0,0.978631,0.0,0.978631,False,0.4971779108749402,False
342598,0,0.975352,0.0,0.975352,False,0.6799820510017893,True
237881,0,0.977129,0.0,0.977129,False,0.5244660774602982,False
177892,0,0.978626,0.0,0.978626,False,0.49753553540059686,False
44907,0,0.97673,0.0,0.97673,False,0.5777222825862343,False
346692,0,0.979865,0.0,0.979865,False,0.6517369285013206,True
282789,0,0.967122,0.0,0.967122,True,0.8153391508786781,True
47662,0,0.979333,0.0,0.979333,False,0.566674578117414,False
325405,0,0.977549,0.0,0.977549,False,0.4755186389571503,False
82920,0,0.978045,0.0,0.978045,False,0.4689120702230372,False
81516,0,0.978668,0.0,0.978668,False,0.5023559599459018,False
20916,0,0.978462,0.0,0.978462,False,0.4937175953549552,False
49123,0,0.965137,0.0,0.965137,True,0.7983851409489235,True
89725,0,0.977932,0.0,0.977932,False,0.4615446807103727,False
201728,0,0.978625,0.0,0.978625,False,0.49753553540059686,False
172103,0,0.979991,0.0,0.979991,False,0.6545466351748574,True
141530,0,0.980512,0.0,0.980512,False,0.7227756022521324,True
122049,0,0.97923,0.0,0.97923,False,0.5609995296311756,False
229690,0,0.978601,0.0,0.978601,False,0.49581161144317404,False
247974,0,0.977616,0.0,0.977616,False,0.4689679745111253,False
30369,0,0.976646,0.0,0.976646,False,0.5800837933736245,False
191277,0,0.980545,0.0,0.980545,False,0.7208993354902122,True
306012,0,0.971556,0.0,0.971556,True,0.7750358203527172,True
209400,0,0.977404,0.0,0.977404,False,0.5025684200605605,False
31959,0,0.977363,0.0,0.977363,False,0.4991149323785296,False
85197,0,0.978151,0.0,0.978151,False,0.4760964882698385,False
117026,0,0.972753,0.0,0.972753,False,0.7472532483453063,True
357599,0,0.979366,0.0,0.979366,False,0.577323893505832,False
193575,0,0.978028,0.0,0.978028,False,0.4689120702230372,False
177254,0,0.98169,0.0,0.98169,False,0.8068937862910293,True
279291,0,0.97767,0.0,0.97767,False,0.4689679745111253,False
347011,0,0.978281,0.0,0.978281,False,0.4864294319889305,False
55789,0,0.979107,0.0,0.979107,False,0.5471114906440742,False
277408,0,0.978637,0.0,0.978637,False,0.4971779108749402,False
140373,0,0.977306,0.0,0.977306,False,0.5042969171291044,False
240870,0,0.97642,0.0,0.97642,False,0.6051697624601493,False
188208,0,0.976469,0.0,0.976469,False,0.6033730392879181,False
120087,0,0.978216,0.0,0.978216,False,0.4881470059442089,False
312690,0,0.977722,0.0,0.977722,False,0.4618038200929088,False
207505,0,0.978324,0.0,0.978324,False,0.4829977683746413,False
80131,0,0.97724,0.0,0.97724,True,0.512804704408956,False
114137,0,0.978959,0.0,0.978959,False,0.5256799839099167,False
139893,0,0.98053,0.0,0.98053,False,0.7208993354902122,True
204693,0,0.978116,0.0,0.978116,False,0.4760964882698385,False
332547,0,0.979282,0.0,0.979282,False,0.5613661101601012,False
82540,0,0.978965,0.0,0.978965,False,0.5291694430248881,False
38409,0,0.977303,0.0,0.977303,False,0.5042969171291044,False
124782,0,0.978398,0.0,0.978398,False,0.4838975060218529,False
51599,0,0.979973,0.0,0.979973,False,0.6545466351748574,True
302100,0,0.979641,0.0,0.979641,False,0.6153405844230919,False
184101,0,0.977977,0.0,0.977977,False,0.4672075059604532,False
303520,0,0.978208,0.0,0.978208,False,0.48607336574939053,False
33568,0,0.97936,0.0,0.97936,False,0.5684464632114282,False
334993,0,0.976559,0.0,0.976559,False,0.5854725096246195,False
216161,0,0.978034,0.0,0.978034,False,0.4689120702230372,False
48896,0,0.979493,0.0,0.979493,False,0.5973319012932721,False
292002,0,0.976331,0.0,0.976331,True,0.6069677016820252,False
306491,0,0.978897,0.0,0.978897,False,0.5256799839099167,False
6019,0,0.973471,0.0,0.973471,True,0.725843465039007,True
73158,0,0.978001,0.0,0.978001,False,0.4672075059604532,False
264951,0,0.977095,0.0,0.977095,False,0.5262093951973368,False
347806,0,0.97886,0.0,0.97886,False,0.5180555833666294,False
199295,0,0.978475,0.0,0.978475,False,0.49128260912942917,False
249974,0,0.980631,0.0,0.980631,False,0.7208993354902122,True
1130,0,0.976514,0.0,0.976514,False,0.5926181912768808,False
138091,0,0.977861,0.0,0.977861,False,0.46530039658961353,False
324734,0,0.980688,0.0,0.980688,False,0.732220568455374,True
14470,0,0.978718,0.0,0.978718,False,0.5075445298820822,False
254615,0,0.978357,0.0,0.978357,False,0.4772994389626914,False
371112,0,0.979455,0.0,0.979455,False,0.5883868996366534,False
52418,0,0.978771,0.0,0.978771,False,0.5133110181693733,False
156960,0,0.978506,0.0,0.978506,False,0.49128260912942917,False
139042,0,0.978447,0.0,0.978447,False,0.4937175953549552,False
346047,0,0.978914,0.0,0.978914,False,0.5239370242441637,False
111477,0,0.979912,0.0,0.979912,False,0.644431467441422,True
369972,0,0.980365,0.0,0.980365,False,0.6911349970767152,True
21930,0,0.978525,0.0,0.978525,False,0.49128260912942917,False
352159,0,0.9775,0.0,0.9775,False,0.4948059344454119,False
111043,0,0.977401,0.0,0.977401,False,0.5025684200605605,False
145684,0,0.971443,0.0,0.971443,True,0.7827405963902634,True
282579,0,0.9795,0.0,0.9795,False,0.5973319012932721,False
70407,0,0.977781,0.0,0.977781,False,0.46259522487576293,False
316526,0,0.978048,0.0,0.978048,False,0.4689120702230372,False
83707,0,0.977695,0.0,0.977695,False,0.4635047270584857,False
138403,0,0.977313,0.0,0.977313,False,0.5042969171291044,False
53893,0,0.969222,0.0,0.969222,True,0.8150724049857611,True
193738,0,0.978121,0.0,0.978121,False,0.4760964882698385,False
178349,0,0.974864,0.0,0.974864,False,0.7294949800468856,True
56673,0,0.979201,0.0,0.979201,False,0.5471114906440742,False
281137,0,0.980559,0.0,0.980559,False,0.7190243377553546,True
295170,0,0.979212,0.0,0.979212,False,0.5471114906440742,False
106743,0,0.971824,0.0,0.971824,True,0.7712138865838066,True
336048,0,0.974245,0.0,0.974245,False,0.7349829890226696,True
290048,0,0.979431,0.0,0.979431,False,0.5812526538388023,False
232328,0,0.978128,0.0,0.978128,False,0.4795188069395419,False
136716,0,0.979295,0.0,0.979295,False,0.5613661101601012,False
142788,0,0.980683,0.0,0.980683,False,0.7284565319321646,True
183321,0,0.978045,0.0,0.978045,False,0.4689120702230372,False
35924,0,0.9792,0.0,0.9792,False,0.5471114906440742,False
139258,0,0.971808,0.0,0.971808,True,0.7712138865838066,True
110140,0,0.978204,0.0,0.978204,False,0.48289652204049677,False
345899,0,0.978561,0.0,0.978561,False,0.49180451804336917,False
42001,0,0.980736,0.0,0.980736,False,0.738435299902552,True
258744,0,0.976814,0.0,0.976814,False,0.5737987908972672,False
330879,0,0.976744,0.0,0.976744,True,0.5755754977671445,False
367696,0,0.974757,0.0,0.974757,False,0.7364775826842906,True
149415,0,0.981009,0.0,0.981009,False,0.7653810067639768,True
198691,0,0.971961,0.0,0.971961,True,0.7712138865838066,True
36466,0,0.979322,0.0,0.979322,False,0.5613661101601012,False
