row_idx,node_id,true_label,xgb_pred,gnn_pred,xgb_correct,gnn_correct
168745,node_806009,1,1,0,True,False
243761,node_111086,1,1,0,True,False
227741,node_208054,0,0,0,True,True
369307,node_108077,0,0,0,True,True
68798,node_205006,0,0,0,True,True
242112,node_114099,0,0,0,True,True
267250,node_701020,1,1,0,True,False
304716,node_202000,0,0,0,True,True
172835,node_105074,0,0,0,True,True
12742,node_112043,0,0,0,True,True
178834,node_106033,0,0,0,True,True
134603,node_806025,1,1,1,True,True
220990,node_216060,0,0,0,True,True
329074,node_2001001,0,0,0,True,True
158568,node_407052,0,0,0,True,True
195104,node_114059,0,0,0,True,True
241854,node_112033,0,0,0,True,True
356526,node_301075,0,0,0,True,True
91945,node_301073,1,1,0,True,False
73824,node_204007,0,0,0,True,True
42639,node_118006,0,0,0,True,True
190294,node_109015,0,0,0,True,True
204860,node_117011,0,0,0,True,True
312182,node_402083,1,1,0,True,False
323070,node_104005,0,0,0,True,True
293654,node_701056,0,0,0,True,True
87746,node_407058,0,0,0,True,True
312815,node_705096,1,1,0,True,False
189048,node_502079,0,0,0,True,True
289842,node_405013,1,1,1,True,True
265887,node_205005,0,0,0,True,True
312627,node_605065,0,0,0,True,True
373101,node_105036,0,0,0,True,True
79984,node_208068,0,0,0,True,True
244339,node_117064,0,0,0,True,True
155279,node_120039,0,0,0,True,True
103866,node_111035,0,0,0,True,True
57747,node_113069,0,0,0,True,True
136367,node_116034,0,0,0,True,True
272625,node_112055,0,0,0,True,True
110763,node_102031,0,0,0,True,True
127394,node_110068,0,0,0,True,True
350210,node_2301009,0,0,0,True,True
160290,node_111045,0,0,0,True,True
206769,node_304034,0,0,0,True,True
86024,node_212042,0,0,0,True,True
191991,node_801033,0,0,0,True,True
32706,node_119033,0,0,0,True,True
37119,node_201056,0,0,0,True,True
343296,node_105094,1,1,0,True,False
152104,node_501024,0,0,0,True,True
243954,node_113079,0,0,0,True,True
105502,node_209007,0,0,0,True,True
27503,node_105077,0,0,0,True,True
279244,node_106071,0,0,0,True,True
339897,node_104014,0,0,0,True,True
268468,node_109004,0,0,0,True,True
236142,node_106003,0,0,0,True,True
146,node_102046,0,0,0,True,True
238359,node_107006,0,0,0,True,True
296654,node_103057,0,0,0,True,True
215683,node_213027,0,0,0,True,True
315711,node_209012,0,0,0,True,True
124126,node_113067,0,0,0,True,True
39968,node_113037,0,0,0,True,True
288554,node_116057,0,0,0,True,True
38700,node_203017,0,0,0,True,True
267240,node_606089,1,1,0,True,False
286089,node_304080,0,1,0,False,True
40574,node_119043,0,0,0,True,True
79291,node_201073,0,0,0,True,True
34702,node_117020,0,0,0,True,True
298348,node_904075,0,0,0,True,True
97621,node_311080,0,0,0,True,True
279917,node_113044,0,0,0,True,True
171696,node_201054,0,0,0,True,True
22912,node_210022,1,1,0,True,False
207847,node_501052,0,0,0,True,True
211200,node_109084,0,0,0,True,True
20887,node_401018,0,0,0,True,True
164151,node_605099,1,1,1,True,True
286122,node_305087,0,0,0,True,True
109732,node_113094,0,0,0,True,True
310008,node_202072,0,0,0,True,True
185120,node_119001,0,0,0,True,True
116130,node_102083,0,0,0,True,True
137977,node_111059,0,0,0,True,True
263754,node_102049,0,0,0,True,True
59371,node_211080,0,0,0,True,True
82657,node_505088,0,0,0,True,True
196398,node_107080,1,1,0,True,False
288707,node_118010,0,0,0,True,True
254247,node_213055,0,0,0,True,True
158457,node_405044,0,0,0,True,True
350414,node_102005,0,0,0,True,True
45147,node_203078,0,0,0,True,True
340213,node_107030,0,0,0,True,True
183108,node_1102096,0,0,0,True,True
11194,node_1202009,0,0,0,True,True
133225,node_206014,0,0,0,True,True
1971,node_103057,0,0,0,True,True
365887,node_601093,0,0,0,True,True
202733,node_403006,0,0,0,True,True
65992,node_601000,0,0,0,True,True
34729,node_117047,0,0,0,True,True
361272,node_115095,0,0,0,True,True
98283,node_604073,0,0,0,True,True
362505,node_106031,0,0,0,True,True
259042,node_119001,0,0,0,True,True
240744,node_101023,0,0,0,True,True
356293,node_211051,0,0,0,True,True
102565,node_706001,0,0,0,True,True
293417,node_505064,0,0,0,True,True
290546,node_804067,0,0,0,True,True
32957,node_201084,0,0,0,True,True
315723,node_209024,0,0,0,True,True
258012,node_105071,0,0,0,True,True
262248,node_109037,0,0,0,True,True
182205,node_204035,0,0,0,True,True
67145,node_108053,0,0,0,True,True
112213,node_116081,0,0,0,True,True
52878,node_109083,0,0,0,True,True
294669,node_101056,0,0,0,True,True
5362,node_109070,0,0,0,True,True
233231,node_206099,0,0,0,True,True
19535,node_105006,1,1,0,True,False
220169,node_207048,0,0,0,True,True
363543,node_116069,0,0,0,True,True
75596,node_304061,0,0,0,True,True
18234,node_102015,0,0,0,True,True
115451,node_109000,0,0,0,True,True
75304,node_301041,0,0,0,True,True
318711,node_114040,0,0,0,True,True
211628,node_114013,0,0,0,True,True
337617,node_118003,0,0,0,True,True
27499,node_105073,0,0,0,True,True
65258,node_406028,0,0,0,True,True
30553,node_1802001,0,0,0,True,True
251065,node_805018,0,0,0,True,True
46835,node_105073,0,0,0,True,True
191139,node_117063,0,0,0,True,True
124660,node_119004,0,0,0,True,True
85628,node_208030,0,0,0,True,True
88676,node_101059,0,0,0,True,True
249869,node_213060,1,1,0,True,False
257279,node_118044,0,0,0,True,True
180043,node_101029,0,0,0,True,True
68580,node_202088,1,1,0,True,False
303453,node_108034,0,0,0,True,True
134527,node_803083,1,1,0,True,False
174794,node_207099,0,0,0,True,True
158367,node_403097,0,0,0,True,True
125446,node_106092,0,0,0,True,True
314499,node_116092,0,0,0,True,True
161195,node_201054,0,0,0,True,True
109014,node_106076,0,0,0,True,True
241936,node_113017,0,0,0,True,True
13533,node_105096,0,0,0,True,True
133838,node_404085,0,0,0,True,True
90736,node_202019,0,0,0,True,True
337738,node_201035,0,0,0,True,True
362066,node_101092,0,0,0,True,True
226298,node_113083,0,0,0,True,True
331427,node_906098,1,1,0,True,False
301815,node_105056,0,0,0,True,True
27879,node_1001073,0,0,0,True,True
114291,node_118050,1,0,0,False,False
127114,node_107088,0,0,0,True,True
12857,node_113090,0,0,0,True,True
254099,node_211083,0,0,0,True,True
13826,node_201001,0,0,0,True,True
139616,node_110005,0,0,0,True,True
310342,node_206010,0,0,0,True,True
106120,node_215085,0,0,0,True,True
64287,node_211024,0,0,0,True,True
109209,node_108071,0,0,0,True,True
31718,node_109045,0,0,0,True,True
242927,node_103052,0,0,0,True,True
304876,node_203062,0,0,0,True,True
275946,node_104009,0,0,0,True,True
186089,node_107069,0,0,0,True,True
192279,node_2202024,0,0,0,True,True
306945,node_310012,0,0,0,True,True
185937,node_106017,0,0,0,True,True
177233,node_101069,1,1,0,True,False
109648,node_113010,0,0,0,True,True
294425,node_1103028,0,0,0,True,True
93661,node_106035,0,0,0,True,True
90658,node_201041,0,0,0,True,True
173246,node_109085,0,0,0,True,True
101405,node_210087,0,0,0,True,True
148535,node_107089,0,0,0,True,True
137776,node_109058,0,0,0,True,True
276213,node_106076,0,0,0,True,True
222434,node_505060,1,1,0,True,False
48821,node_103006,0,0,0,True,True
128458,node_202040,0,0,0,True,True
148473,node_107027,0,0,0,True,True
327239,node_111055,0,0,0,True,True
83781,node_108065,0,0,0,True,True
217659,node_101032,0,0,0,True,True
91882,node_214080,0,0,0,True,True
195091,node_114046,0,0,0,True,True
176814,node_111027,0,0,0,True,True
152375,node_507073,1,1,0,True,False
240262,node_504045,0,0,0,True,True
169673,node_110001,0,0,0,True,True
326913,node_108029,0,0,0,True,True
162921,node_309053,0,0,0,True,True
226788,node_118073,0,0,0,True,True
68528,node_202036,0,0,0,True,True
143514,node_114045,0,0,0,True,True
352666,node_205095,0,0,0,True,True
239739,node_403090,0,0,0,True,True
371686,node_111021,0,0,0,True,True
236751,node_112012,0,0,0,True,True
215193,node_208017,0,0,0,True,True
209802,node_117000,0,0,0,True,True
294857,node_103044,0,0,0,True,True
351501,node_112095,0,0,0,True,True
246209,node_115004,0,0,0,True,True
58292,node_119014,0,0,0,True,True
291854,node_2302009,0,0,0,True,True
80243,node_211033,0,0,0,True,True
27120,node_101094,0,0,0,True,True
194959,node_113014,0,0,0,True,True
53341,node_114046,0,0,0,True,True
102636,node_802041,0,0,0,True,True
294298,node_1005000,0,0,0,True,True
320426,node_1102058,0,0,0,True,True
19279,node_102050,0,1,0,False,True
25391,node_205078,0,0,0,True,True
237528,node_119089,0,0,0,True,True
303779,node_111060,0,0,0,True,True
153548,node_103008,0,0,0,True,True
112095,node_115063,0,0,0,True,True
245740,node_110035,0,0,0,True,True
123195,node_104036,0,0,0,True,True
118063,node_102028,0,0,0,True,True
52154,node_102059,0,0,0,True,True
16108,node_105058,0,0,0,True,True
314294,node_114087,0,0,0,True,True
199404,node_104068,0,0,0,True,True
90621,node_201004,0,0,0,True,True
58010,node_116032,0,0,0,True,True
327840,node_117058,0,0,0,True,True
218257,node_108030,0,0,0,True,True
134757,node_905035,1,1,1,True,True
136067,node_113033,0,0,0,True,True
211179,node_109063,0,0,0,True,True
243778,node_112003,0,0,0,True,True
304738,node_202022,0,0,0,True,True
44549,node_116015,0,0,0,True,True
367452,node_111023,0,0,0,True,True
292658,node_106085,0,0,0,True,True
308324,node_104085,0,0,0,True,True
361124,node_114008,0,0,0,True,True
101427,node_211013,0,0,0,True,True
59830,node_308008,0,0,0,True,True
54407,node_102022,0,0,0,True,True
217531,node_602006,1,1,0,True,False
205990,node_209069,0,0,0,True,True
234428,node_308078,0,0,0,True,True
62833,node_115009,0,0,0,True,True
226745,node_118030,0,0,0,True,True
239906,node_407028,0,0,0,True,True
243082,node_105007,0,0,0,True,True
104565,node_118042,0,0,0,True,True
312516,node_601098,0,0,0,True,True
237164,node_116025,0,0,0,True,True
325417,node_107062,0,0,0,True,True
115128,node_105077,0,0,0,True,True
93274,node_102048,0,0,0,True,True
305683,node_212006,0,0,0,True,True
124089,node_113030,0,0,0,True,True
139524,node_109013,1,1,0,True,False
112314,node_117082,0,0,0,True,True
226429,node_115014,0,0,0,True,True
218851,node_114024,0,0,0,True,True
344278,node_204070,0,0,0,True,True
325696,node_901016,1,1,0,True,False
307317,node_404020,1,1,0,True,False
30079,node_105016,1,1,0,True,False
210708,node_104092,0,0,0,True,True
161849,node_208024,0,0,0,True,True
275582,node_702094,1,1,1,True,True
272340,node_109067,0,0,0,True,True
253220,node_202052,0,0,0,True,True
318494,node_112023,0,0,0,True,True
181435,node_115031,0,0,0,True,True
193292,node_110066,0,0,0,True,True
285695,node_215066,0,0,0,True,True
264941,node_114044,0,0,0,True,True
293698,node_703000,0,0,0,True,True
40524,node_118093,0,0,0,True,True
348207,node_104032,0,0,0,True,True
362861,node_109087,0,0,0,True,True
328528,node_207066,0,0,0,True,True
131264,node_104052,0,0,0,True,True
174780,node_207081,0,0,0,True,True
316524,node_403070,0,0,0,True,True
309907,node_201070,0,0,0,True,True
341302,node_106093,0,0,0,True,True
204212,node_110063,0,0,0,True,True
167305,node_212066,0,0,0,True,True
249360,node_208026,0,0,0,True,True
139863,node_112052,0,0,0,True,True
373357,node_107092,0,0,0,True,True
257892,node_104051,0,0,0,True,True
47921,node_116059,0,0,0,True,True
18801,node_107082,0,0,0,True,True
139021,node_104010,0,0,0,True,True
242765,node_101090,0,0,0,True,True
341844,node_112035,0,0,0,True,True
1163,node_112063,0,0,0,True,True
283571,node_114024,0,0,0,True,True
32921,node_201048,0,0,0,True,True
104606,node_118084,0,0,0,True,True
133753,node_401094,0,0,0,True,True
53475,node_115080,0,0,0,True,True
155482,node_202042,0,0,0,True,True
363565,node_116091,0,0,0,True,True
39165,node_105034,0,0,0,True,True
261126,node_119001,0,0,0,True,True
266203,node_208045,0,0,0,True,True
125364,node_106010,0,0,0,True,True
115148,node_105097,0,0,0,True,True
168797,node_101025,0,0,0,True,True
219703,node_202076,0,0,0,True,True
371178,node_106013,0,0,0,True,True
157467,node_306069,0,0,0,True,True
241413,node_107092,0,0,0,True,True
362461,node_105087,0,0,0,True,True
274740,node_506003,1,1,1,True,True
152928,node_608080,1,1,0,True,False
362647,node_107073,0,0,0,True,True
31101,node_103028,0,0,0,True,True
95005,node_119079,0,0,0,True,True
86519,node_217067,0,0,0,True,True
20997,node_403043,0,0,0,True,True
281312,node_209081,0,1,0,False,True
269853,node_101077,1,1,0,True,False
212964,node_105086,0,0,0,True,True
114351,node_119010,0,0,0,True,True
193198,node_109072,0,0,0,True,True
196696,node_110078,0,0,0,True,True
192112,node_1401043,0,0,0,True,True
270630,node_109054,0,0,0,True,True
60587,node_503023,0,0,0,True,True
243011,node_104036,0,0,0,True,True
207365,node_312083,0,0,0,True,True
370445,node_1802001,1,1,0,True,False
234418,node_308058,0,0,0,True,True
361278,node_201002,0,0,0,True,True
154275,node_110035,0,0,0,True,True
47844,node_115082,0,0,0,True,True
113556,node_111015,0,0,0,True,True
74264,node_208053,0,0,0,True,True
273993,node_401013,1,1,1,True,True
159192,node_509095,0,0,1,True,False
52139,node_102044,0,0,0,True,True
357864,node_110025,0,0,0,True,True
324717,node_201053,0,0,0,True,True
28114,node_2201016,0,0,0,True,True
248840,node_203001,0,0,0,True,True
24305,node_1201040,0,0,0,True,True
322562,node_1601061,0,0,0,True,True
154846,node_116006,0,0,0,True,True
205309,node_202061,0,0,0,True,True
39510,node_108079,0,0,0,True,True
287799,node_109002,0,0,0,True,True
326346,node_102062,0,0,0,True,True
363125,node_112051,0,0,0,True,True
301701,node_104042,0,0,0,True,True
152461,node_509037,1,1,1,True,True
267283,node_702039,1,1,0,True,False
57977,node_115099,0,0,0,True,True
195065,node_114020,0,0,0,True,True
85426,node_206024,0,0,0,True,True
305314,node_208006,0,0,0,True,True
102340,node_604048,0,0,1,True,False
301848,node_105090,0,0,0,True,True
55374,node_111089,0,0,0,True,True
193269,node_110043,0,0,0,True,True
181131,node_112021,0,0,0,True,True
246713,node_203065,0,0,0,True,True
103128,node_103094,0,0,0,True,True
148302,node_105056,0,0,0,True,True
145518,node_602080,1,1,0,True,False
195562,node_201031,0,0,0,True,True
94143,node_111017,0,0,0,True,True
158233,node_402008,0,0,0,True,True
348272,node_104097,0,0,0,True,True
187572,node_106060,0,0,0,True,True
207996,node_505094,0,0,0,True,True
330311,node_305075,1,1,0,True,False
358842,node_201011,0,0,0,True,True
134530,node_803089,1,1,0,True,False
6365,node_101009,1,1,0,True,False
246412,node_117008,0,0,0,True,True
15107,node_901073,0,0,0,True,True
291388,node_106070,0,0,0,True,True
204766,node_116017,0,0,0,True,True
239534,node_309081,0,0,0,True,True
192871,node_106045,0,0,0,True,True
38360,node_111054,0,0,0,True,True
74399,node_209092,0,0,0,True,True
125314,node_105060,0,0,0,True,True
138011,node_111093,0,0,0,True,True
24551,node_102098,1,1,0,True,False
67039,node_107047,0,0,0,True,True
259750,node_105013,0,0,0,True,True
203400,node_102051,0,0,0,True,True
322044,node_202069,0,0,0,True,True
175482,node_502041,0,0,0,True,True
162436,node_302012,0,0,0,True,True
248158,node_115016,0,0,0,True,True
238172,node_105013,0,0,0,True,True
154914,node_116074,0,0,0,True,True
238975,node_208065,0,0,0,True,True
307710,node_604044,1,1,0,True,False
317590,node_103019,0,0,0,True,True
160614,node_114069,0,0,0,True,True
66098,node_603008,0,0,0,True,True
372,node_104072,0,0,0,True,True
174543,node_205022,0,0,0,True,True
240904,node_102083,0,0,0,True,True
276179,node_106042,0,0,0,True,True
85796,node_210002,0,0,0,True,True
286718,node_701078,0,0,0,True,True
86067,node_212086,0,0,0,True,True
206543,node_301033,0,0,0,True,True
135940,node_112006,0,0,0,True,True
105901,node_213036,0,0,0,True,True
32158,node_113085,0,0,0,True,True
234968,node_409058,1,1,0,True,False
117690,node_118050,0,0,0,True,True
304230,node_116011,0,0,0,True,True
156014,node_207079,0,0,0,True,True
115434,node_108083,0,0,0,True,True
243553,node_109078,0,0,0,True,True
70260,node_403081,0,0,0,True,True
226400,node_114085,0,0,0,True,True
53699,node_118004,0,0,0,True,True
11958,node_104035,0,0,0,True,True
34258,node_112076,0,0,0,True,True
107026,node_604014,0,0,1,True,False
354754,node_113071,0,0,0,True,True
316568,node_405014,0,0,0,True,True
135523,node_107089,0,0,0,True,True
46438,node_101076,0,0,0,True,True
192052,node_1101043,0,0,0,True,True
264746,node_112047,0,0,0,True,True
135778,node_110044,0,0,0,True,True
287093,node_101096,0,0,0,True,True
335838,node_108026,0,0,0,True,True
108876,node_105038,0,0,0,True,True
371136,node_105071,0,0,0,True,True
58080,node_117002,0,0,0,True,True
5692,node_113087,0,0,0,True,True
128446,node_202028,0,0,0,True,True
107495,node_101035,0,0,0,True,True
350003,node_1202054,0,0,0,True,True
316787,node_506048,0,0,0,True,True
45887,node_108013,0,0,0,True,True
74947,node_215063,0,0,0,True,True
355091,node_117008,0,0,0,True,True
270757,node_110081,0,0,0,True,True
251017,node_803053,0,0,0,True,True
30780,node_2902073,0,0,0,True,True
165191,node_110089,0,0,0,True,True
306010,node_215074,0,0,0,True,True
112352,node_118020,0,0,0,True,True
206555,node_301050,0,0,0,True,True
316266,node_301033,0,0,0,True,True
121132,node_111072,0,0,0,True,True
159453,node_103008,0,0,0,True,True
5397,node_110007,0,0,0,True,True
372210,node_116045,0,0,0,True,True
26859,node_601001,0,0,0,True,True
167177,node_211016,0,0,0,True,True
155834,node_205095,0,0,0,True,True
331648,node_1102043,1,1,0,True,False
167590,node_301023,0,0,0,True,True
293682,node_702051,0,0,0,True,True
356018,node_208009,0,0,0,True,True
265143,node_116048,0,0,0,True,True
167639,node_301083,0,0,0,True,True
39601,node_109070,0,0,0,True,True
41323,node_104090,0,0,0,True,True
140950,node_401032,1,1,0,True,False
239086,node_210087,0,0,0,True,True
371528,node_109063,0,0,0,True,True
85449,node_206047,0,0,0,True,True
338157,node_206099,0,0,0,True,True
73086,node_116067,0,0,0,True,True
355112,node_117029,1,1,0,True,False
51240,node_105033,0,0,0,True,True
182043,node_202063,0,0,0,True,True
355374,node_119095,0,0,0,True,True
325117,node_104053,0,0,0,True,True
244835,node_202064,0,1,0,False,True
352017,node_118020,0,0,0,True,True
53542,node_116047,0,0,0,True,True
13511,node_105073,0,0,0,True,True
183980,node_107061,0,0,0,True,True
76138,node_402043,0,0,0,True,True
234423,node_308071,0,0,0,True,True
192423,node_101097,0,0,0,True,True
166555,node_204053,0,0,0,True,True
9404,node_106040,0,0,0,True,True
119394,node_201034,0,0,0,True,True
106362,node_303014,0,0,0,True,True
205821,node_207091,0,0,0,True,True
117286,node_114040,0,0,0,True,True
315238,node_204031,0,0,0,True,True
349740,node_203054,1,1,0,True,False
266356,node_210016,1,1,0,True,False
311925,node_308009,0,0,0,True,True
99784,node_114013,0,0,0,True,True
269020,node_114056,0,0,0,True,True
57658,node_112080,0,0,0,True,True
169425,node_107053,0,0,0,True,True
159913,node_107068,0,0,0,True,True
311345,node_216088,0,0,0,True,True
351131,node_109022,0,0,0,True,True
242341,node_117036,0,0,0,True,True
56907,node_105029,0,0,0,True,True
100125,node_117054,0,0,0,True,True
20113,node_205071,0,0,0,True,True
175307,node_303004,0,0,0,True,True
142246,node_101077,1,1,0,True,False
273590,node_210003,0,0,0,True,True
37836,node_106030,0,0,0,True,True
282720,node_105073,0,0,0,True,True
299026,node_102064,0,0,0,True,True
77820,node_107002,0,0,0,True,True
261860,node_105049,0,0,0,True,True
54262,node_204082,0,0,0,True,True
358654,node_118019,0,0,0,True,True
310188,node_204054,0,0,0,True,True
16029,node_104079,0,0,0,True,True
251515,node_104036,0,0,0,True,True
172556,node_102095,0,0,0,True,True
330212,node_302051,0,0,0,True,True
167866,node_306079,0,0,0,True,True
74676,node_212081,0,0,0,True,True
20952,node_402051,0,0,0,True,True
202585,node_307020,0,0,0,True,True
169186,node_105014,0,0,0,True,True
189702,node_103023,0,0,0,True,True
326167,node_3202034,1,1,0,True,False
123656,node_108097,0,0,0,True,True
164202,node_101000,0,0,0,True,True
358188,node_113049,0,0,0,True,True
270197,node_105021,0,0,0,True,True
26769,node_503053,0,0,0,True,True
102856,node_101022,0,0,0,True,True
284001,node_118054,0,0,0,True,True
314978,node_201071,0,0,0,True,True
261310,node_201093,0,0,0,True,True
82078,node_404029,0,0,0,True,True
85859,node_210067,0,0,0,True,True
31403,node_106030,0,0,0,True,True
247366,node_107024,0,0,0,True,True
1006,node_111006,0,0,0,True,True
157769,node_310016,0,0,0,True,True
356363,node_212045,0,0,0,True,True
199219,node_102083,0,0,0,True,True
216907,node_404057,0,0,0,True,True
223340,node_105038,0,0,0,True,True
344686,node_404067,1,1,0,True,False
21497,node_601058,0,0,0,True,True
203299,node_101050,0,0,0,True,True
323351,node_106086,0,0,0,True,True
205351,node_203005,0,0,0,True,True
334147,node_103002,1,1,0,True,False
83353,node_104037,0,0,0,True,True
143542,node_114073,0,0,0,True,True
237157,node_116018,0,0,0,True,True
161157,node_201015,0,0,0,True,True
152930,node_608085,1,1,1,True,True
41642,node_108009,0,0,0,True,True
143240,node_111071,0,0,0,True,True
276149,node_106012,0,0,0,True,True
323997,node_113032,0,0,0,True,True
19358,node_103029,0,0,0,True,True
280434,node_118061,0,1,0,False,True
20046,node_204040,0,0,0,True,True
295231,node_107018,0,0,0,True,True
63404,node_120080,0,0,0,True,True
219054,node_116027,0,0,0,True,True
122058,node_202056,0,0,0,True,True
166661,node_205059,0,0,0,True,True
309215,node_113076,0,0,0,True,True
5615,node_112078,0,0,0,True,True
120859,node_108094,0,0,0,True,True
350596,node_103087,0,0,0,True,True
289498,node_301055,0,0,0,True,True
138158,node_113040,0,0,0,True,True
289485,node_301030,0,0,0,True,True
54874,node_106089,0,0,0,True,True
8692,node_2502088,0,0,0,True,True
58139,node_117061,0,0,0,True,True
19930,node_202001,0,0,0,True,True
127709,node_113083,0,0,0,True,True
186949,node_202039,0,1,0,False,True
76372,node_407005,0,0,0,True,True
80373,node_212065,0,0,0,True,True
84786,node_118077,0,0,0,True,True
64503,node_301050,0,0,0,True,True
186299,node_110079,0,0,0,True,True
41600,node_107067,0,0,0,True,True
312101,node_310059,0,0,0,True,True
215118,node_207041,0,0,0,True,True
15424,node_1101045,0,0,0,True,True
348162,node_103087,0,0,0,True,True
333216,node_114068,0,0,0,True,True
146988,node_110035,0,0,0,True,True
159619,node_104074,0,0,0,True,True
283932,node_117085,0,0,0,True,True
70861,node_505083,0,0,0,True,True
99118,node_107047,0,0,0,True,True
34210,node_112028,0,0,0,True,True
284250,node_201003,0,0,0,True,True
96696,node_217043,0,0,0,True,True
340085,node_106002,0,0,0,True,True
13639,node_107005,0,0,0,True,True
162544,node_303077,0,0,0,True,True
341553,node_109044,0,0,0,True,True
