seed,epoch,train_loss,val_loss
123,4,0.00047834101133048534,0.000458813359728083
123,5,0.0004382729239296168,0.0004219828697387129
123,6,0.0004078604106325656,0.00039645202923566103
123,7,0.0003854002570733428,0.0003755291400011629
123,8,0.0003662337549030781,0.0003560827171895653
123,9,0.00034603546373546124,0.00033439253456890583
123,10,0.000322442821925506,0.00030922837322577834
123,11,0.0002936460659839213,0.00027991062961518764
123,12,0.0002637180732563138,0.0002501432900317013
123,13,0.00023499043891206384,0.00022282922873273492
123,14,0.0002094164810841903,0.00019983174570370466
123,15,0.00018857022223528475,0.00018174067372456193
123,16,0.00017220585141330957,0.00016795545525383204
123,17,0.00015951364184729755,0.0001570669555803761
123,18,0.00014940762775950134,0.0001482570805819705
123,19,0.0001410069817211479,0.000140640651807189
123,20,0.00013352591486182064,0.0001338003930868581
123,21,0.0001265898026758805,0.00012719901860691607
123,22,0.00012002288713119924,0.0001205380613100715
123,23,0.00011377733608242124,0.00011394837201805785
123,24,0.00010779967851703987,0.00010798247967613861
123,25,0.00010213605128228664,0.00010227334860246629
123,26,9.682333620730788e-05,9.737000800669193e-05
123,27,9.214055171469226e-05,9.267865971196443e-05
123,28,8.810230065137148e-05,8.913493365980685e-05
123,29,8.470950706396252e-05,8.647265349281952e-05
123,30,8.198420255212113e-05,8.442834950983524e-05
123,31,7.98132095951587e-05,8.266523946076632e-05
123,32,7.802012260071933e-05,8.12443031463772e-05
123,33,7.659989933017641e-05,8.009560406208038e-05
123,34,7.539842772530392e-05,7.893850852269679e-05
123,35,7.43256532587111e-05,7.813745469320565e-05
123,36,7.332253153435886e-05,7.73064311943017e-05
123,37,7.235100929392502e-05,7.663791620871052e-05
123,38,7.142420508898795e-05,7.597162039019167e-05
123,39,7.051827560644597e-05,7.543753599748015e-05
123,40,6.962546467548236e-05,7.499503408325836e-05
123,41,6.875148392282426e-05,7.459798507625237e-05
123,42,6.787435995647684e-05,7.430015102727339e-05
123,43,6.695550109725446e-05,7.4187402788084e-05
123,44,6.606388342333958e-05,7.416858716169372e-05
123,45,6.51522641419433e-05,7.419869507430121e-05
123,46,6.423058221116662e-05,7.422029011650011e-05
123,47,6.330779433483258e-05,7.399568130495027e-05
123,48,6.235801993170753e-05,7.33874476281926e-05
123,49,6.141798803582788e-05,7.22442491678521e-05
2024,0,0.06686176359653473,0.005934854969382286
2024,1,0.0012769626919180155,0.00010732719965744764
2024,2,8.956005331128836e-05,8.422553219133988e-05
2024,3,7.657200330868363e-05,7.538710633525625e-05
2024,4,6.975182623136789e-05,6.996593583608046e-05
2024,5,6.558698078151792e-05,6.675220356555656e-05
2024,6,6.308791489573196e-05,6.482007302111015e-05
2024,7,6.163210491649806e-05,6.359090912155807e-05
2024,8,6.0705624491674826e-05,6.276855856413022e-05
2024,9,6.00777639192529e-05,6.224084063433111e-05
2024,10,5.958973633823916e-05,6.181058415677398e-05
2024,11,5.9166941355215386e-05,6.130788824521005e-05
2024,12,5.8779951359611005e-05,6.066666173865087e-05
2024,13,5.839707955601625e-05,6.0027599829481915e-05
2024,14,5.798623533337377e-05,5.956838504062034e-05
2024,15,5.7496599765727296e-05,5.921463161939755e-05
2024,16,5.695963409380056e-05,5.883596168132499e-05
2024,17,5.640382005367428e-05,5.826520282425918e-05
2024,18,5.586024417425506e-05,5.760152998846024e-05
2024,19,5.53001300431788e-05,5.701748523279093e-05
2024,20,5.472319389809854e-05,5.64607726118993e-05
2024,21,5.4152595112100244e-05,5.5784319556551054e-05
2024,22,5.3590763855027035e-05,5.508157119038515e-05
2024,23,5.3026044042780995e-05,5.441677785711363e-05
2024,24,5.246036744210869e-05,5.3785952331963927e-05
2024,25,5.19112145411782e-05,5.332595537765883e-05
2024,26,5.138526830705814e-05,5.300454722600989e-05
2024,27,5.084837175672874e-05,5.234525087871589e-05
2024,28,5.029080421081744e-05,5.133137892698869e-05
2024,29,4.9710142775438726e-05,5.0496422772994265e-05
2024,30,4.9122558266390115e-05,5.013195186620578e-05
2024,31,4.852520578424446e-05,4.986492058378644e-05
2024,32,4.791757237398997e-05,4.922486186842434e-05
2024,33,4.731372246169485e-05,4.834370702155866e-05
2024,34,4.6743771235924214e-05,4.754712063004263e-05
2024,35,4.6232387830968946e-05,4.688366607297212e-05
2024,36,4.5770932047162205e-05,4.629128670785576e-05
2024,37,4.53325264970772e-05,4.5731201680609956e-05
2024,38,4.48919709015172e-05,4.5192115067038685e-05
2024,39,4.444276055437513e-05,4.466481550480239e-05
2024,40,4.398585224407725e-05,4.414662907947786e-05
2024,41,4.352292307885364e-05,4.3638807255774736e-05
2024,42,4.306192204239778e-05,4.314289253670722e-05
2024,43,4.2600262531777844e-05,4.265558163751848e-05
2024,44,4.214375076116994e-05,4.217544483253732e-05
2024,45,4.168990926700644e-05,4.17041992477607e-05
2024,46,4.124029146623798e-05,4.124243787373416e-05
2024,47,4.079475183971226e-05,4.0786966565065086e-05
2024,48,4.035467281937599e-05,4.0340044506592676e-05
2024,49,3.991605626652017e-05,3.988725438830443e-05
